kingdom,phylum,class,order,family,genus,taxon_full_name,count,taxon_id_at_source
Animalia,Arthropoda,Insecta,Lepidoptera,Plutellidae,Plutella,Plutella xylostella,562,336
Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Emmelina,Emmelina monodactyla,327,681
Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Gillmeria,Gillmeria pallidactyla,418,476
Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Platyptilia,Platyptilia gonodactyla,348,616
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Aphomia,Aphomia sociella,369,573
Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Dioryctria,Dioryctria abietella,308,734
Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Saturnia,Saturnia pavonia,332,670
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,Deilephila elpenor,507,376
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,Hyles gallii,235,1026
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Laothoe,Laothoe populi,551,341
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinx,Sphinx pinastri,347,621
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris laterana,541,354
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris variegana,388,528
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Aethes,Aethes smeathmanniana,246,979
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ancylis,Ancylis badiana,482,404
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ancylis,Ancylis unguicella,230,1048
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Apotomis,Apotomis betuletana,292,790
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips podana,268,872
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Celypha,Celypha lacunana,789,222
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Celypha,Celypha striana,287,807
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Cydia splendana,270,867
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eana,Eana osseana,282,825
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia ramella,287,809
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia solandriana,252,947
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosma,Eucosma cana,236,1023
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Hedya,Hedya nubiferana,393,518
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lathronympha,Lathronympha strigana,414,479
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Notocelia,Notocelia cynosbatella,308,737
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Notocelia,Notocelia roborana,234,1030
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,Pandemis corylana,249,966
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Paramesia,Paramesia gnomana,274,848
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Rhopobota,Rhopobota naevana,298,773
Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Yponomeuta,Yponomeuta evonymella,419,471
Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena exulans,258,922
Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena filipendulae,522,366
